id ;código;nombre;categoría;subcategoría;variante;origen;trazabilidad;formato;peso_aprox;descripción;imagen;destacado
;21737499;PALETILLA RECENTAL;;;;;;;;;;
;90062236;MANITAS CORDERO LECHAL C/10KG;;;;;;;;;;
;21342332;CORDERO LECHAL LIMPIO 4,5-5,5 K;;;;;;;;;;
;21342365;CORDERO LECHAL LIMPIO 6,1-7 KG C;;;;;;;;;;
;23886054;LECHAL EN CUARTOS VACIO DE 7 A 7;;;;;;;;;;
;23990559;(V)CUARTO DELANTERO LECHAL KG;;;;;;;;;;
;23990567;(V) CUARTO TRASERO LECHAL KG;;;;;;;;;;
;90062172;CHULETILLAS DE CORDERO LECHAL;;;;;;;;;;
;16717860;LOMO LECHAL;;;;;;;;;;
;16717951;PALETILLA LECHAL;;;;;;;;;;
;21737663;PIERNA LECHAL;;;;;;;;;;
;21737689;PALETILLA LECHAL;;;;;;;;;;
;25460460;PIERNA LECHAL CONGELADA C/17KG;;;;;;;;;;
;90062170;CORDERO LECHAL HASTA 6,5 KG LIMP;;;;;;;;;;
;90062171;CORDERO LECHAL HASTA 7,5 KG LIMP;;;;;;;;;;
;19658863;CABRITO SIN CABEZA SIN ASADURA;;;;;;;;;;
;19659069;CABRITO CON CABEZA CON ASADURA;;;;;;;;;;
;00020941;CORD.LECHAL HASTA 6,5KG LIMPIO;;;;;;;;;;
;00100586;CORD.LECHAL HASTA 7,5 LIMPIO;;;;;;;;;;
;00100594;CORDERO RECENTAL(10-13,5KGS);;;;;;;;;;
;00101048;PIERNA RECENTAL;;;;;;;;;;
;00101063;LOMO RECENTAL;;;;;;;;;;
;00104786;CABRITO;;;;;;;;;;
;08483034;CHULETA DE CORDERO GALES GR C3;;;;;;;;;;
;16090672;CORDERO 8-10K;;;;;;;;;;
;17392440;CORDERO RECENTAL 8-13,5 MAQUILA;;;;;;;;;;
;17392648;CORDERO 13,6-15 MAQUILA;;;;;;;;;;
;17392903;CORDERO HASTA 5,9 MAQUILA;;;;;;;;;;
;17392929;CORDERO LECHAL <7,9 MAQUILA;;;;;;;;;;
;20006524;CORDERO GALES S/PIERNA S/CUELLO;;;;;;;;;;
;12522371;PINCHOS DE CERDO;;;;;;;;;;
;16423592;ALITAS POLLO ADOBADAS MOIBO 2KG;;;;;;;;;;
;24977480;BROCHETAS POLLO 9U MOIBO 100GR;;;;;;;;;;
;25653783;ALAS POLLO ADOBADAS PIMENTON C/2;;;;;;;;;;
;25653809;PINCHO ROJO DE POLLO( Brocheta 140 gr, en bandeja de 14 U);;;;;;;;;;
;25653825;BROCHETA POLLO MARINADO( Brocheta 140 gr, en bandeja de 14 U);;;;;;;;;;
;26236968;MINI BROCHETA GRAN.GOURMET 2KG;;;;;;;;;;
;26236976;MINI PINCHO GRAN.GOURMET 2,5KG;;;;;;;;;;
;05862875;CHORIZO PARA FREIR O`CAUREL GRAN;;;;;;;;;;
;11326055;CRIOLLO O CAUREL GRANEL;;;4,47 €;32%;30/07/2026;12/08/2026;Excel;;;
;11326162;CHORIZO BARBACOA O CAUREL GRANEL;;;4,89 €;33%;30/07/2026;12/08/2026;Excel;;;
;11326220;CHORIZO CASERO GRANEL O CAUREL;;;;;;;;;;
;16423642;ZORZA POLLO AL VACIO 1KG;;;;;;;;;;
;25674250;CHORIZO IBERICO BLANCO GRANEL C/;;;;;;;;;;
;26247809;CHORIZ.CRIOLLO POLLO G.GOURMET;;;;;;;;;;
;20952057;S.JACOBO POLLO ALDELIS BDJ/1,3KG;;;;;;;;;;
;20952073;NUGGET POLLO ALDELIS BDJ/1,3KG;;;;;;;;;;
;20952099;ROLL. PRIMAV. VERD. ALDEL. BDJ/1;;;;;;;;;;
;21167457;PIMIENTO RELL.POLLO BDJ/2KG;;;;;;;;;;
;24313801;SOLOMILLO POLLO EMPANADO GRANEL;;;;;;;;;;
;24977530;FINGERS POLLO EMPANADOS MOIBO 1K;;;;;;;;;;
;24977548;BISTEC POLLO EMPANADO MOIBO 1KG;;;;;;;;;;
;24977555;CORDON BLEU POLLO JAM-QU MOIBO 1;;;;;;;;;;
;24977563;MINI CORDON BLEU POLLO MOIBO 1KG;;;;;;;;;;
;19697747;CROQUETAS DE POLLO RIVADULLA;;;;;;;;;;
;19699214;CROQUETAS DE JAMON RIVADULLA;;;;;;;;;;
;20951539;CROQUETAS POLLO JAMON MATACHIN G;;;;;;;;;;
;20951653;CROQUETA COCIDO MATACHIN GRANEL;;;;;;;;;;
;22343933;CROQ.JAMÓN IBER.ALDELIS GRANEL C;;;;;;;;;;
;26355206;CROQUETA JAMON IBERIC.ELPOZO C/2;;;;;;;;;;
;11326089;BURGER MEAT MIXTA O CAUREL GR;;;;;;;;;;
;12467809;BURGER MEAT TERNERA O CAUREL GR;;;;;;;;;;
;19699289;HAMBURGUESA DE POLLO RIVADULLA;;;;;;;;;;
;20951794;ALBONDIGAS POLLO MATACHIN GRANEL;;;;;;;;;;
;21193271;BURGER MEAT AMERICANA TERNERA GR;;;;;;;;;;
;21565882;HAMBURGUESA VACUNO CEBOLLA BDJ/1;;;;;;;;;;
;23419526;MORCILLA MATACHANA GRANEL C/10KG;;;;;;;;;;
;11326121;LONGANIZA FRESCA BLANCA O CAUREL;;;;;;;;;;
;11326147;LONGANIZA FRESCA ROJA O CAUREL G;;;;;;;;;;
;09474073;FIAMBRE DE LOMO GRANEL;;;;;;;;;;
;11318607;FIAMBRE DE LOMO HORNO 1/2 VACIO;;;;;;;;;;
;15140478;TIRA DE COSTILLA SALADA CAJA 10 KILOS;;;;;;;;;;
;16104044;MORROS SALADOS GRANEL;;;;;;;;;;
;16625345;TOCINO IBERICO SALADO GRANEL;;;;;;;;;;
;19420132;CHULETA SAJONIA GRANEL;;;;;;;;;;
;17145848;CANAL CONEJO GRANEL KG;;;;;;;;;;
;04378345;POLLO LIMPIO COROK GRANEL;;;;;;;;;;
;17551300;POLLO CORRAL GRANEL C/4;;;;;;;;;;
;18853788;POLLO LIMPIO RIVADULLA GRANEL;;;;;;;;;;
;20986048;POLLO LIMPIO GRANEL 1800-2200 GR;;;;;;;;;;
;21234182;POLLO ENTERO PAZO DE PIAS GR;;;;;;;;;;
;21737762;POLLO GRANEL HALAL 1800-2200 GR;;;;;;;;;;
;23121262;POLLO LIMPIO GRANEL SELEC, KG;;;;;;;;;;
;90073670;PECHUGA POLLO GRANEL HALAL C/10K;;;;;;;;;;
;00107359;PECHUGAS POLLO GRANEL;;;;;;;;;;
;16193526;PECHUGA POLLO GRANEL CAJA 10KG;;;;;;;;;;
;21766266;PECHUGA POLLO GRANEL FAMILIA C/1;;;;;;;;;;
;23121148;PECHUGA POLLO GRANEL SELEC, KG;;;;;;;;;;
;00107383;ALAS DE POLLO GRANEL;;;;;;;;;;
;21766456;ALAS POLLO GRANEL FAMILIA C/5 KG;;;;;;;;;;
;23121247;ALAS POLLO GRANEL SELEC, KG;;;;;;;;;;
;23401177;FILETE PECHUGA POLLO;;;;;;;;;;
;04374849;JAMONCITOS POLLO GRANEL;;;;;;;;;;
;04374864;1/4 TRASEROS POLLO GRANEL;;;;;;;;;;
;15767254;JAMONCITOS POLLO GRANEL C/5KGS;;;;;;;;;;
;18680272;TRASERO POLLO BLANCO GRANEL C/10;;;;;;;;;;
;21312285;TRASEROS POLLO PEQUEÑOS GRANEL;;;;;;;;;;
;23121189;TRASEROS POLLO GRANEL SELEC, KG;;;;;;;;;;
;23121197;JAMONCITOS POLLO GRANEL SELEC, K;;;;;;;;;;
;90064722;TRASEROS POLLO RIVADULLA C/10 KG;;;;;;;;;;
;00108209;PAVO LIMPIO,KG;;;;;;;;;;
;05849005;ESTOFADO PAVO GRANEL MAYTE;;;;;;;;;;
;19142298;MUSLOS DE PAVO AIA C/10 KILOS;;;;;;;;;;
;19233188;CHULETA PAVO AJILLO GRANEL C/3KG;;;;;;;;;;
;19233253;PECHUGA PAVO AJILLO BDJ/2,5KG;;;;;;;;;;
;20025078;JAMONCITO DE PAVO VACIO COREN;;;3,38 €;7%;06/08/2026;12/08/2026;Excel;;;
;20025094;PECHUGA DE PAVO VACIO;;;;;;;;;;
;20025151;SOLOMILLO PAVO VACIO COREN;;;;;;;;;;
;16717753;PAVO GRANEL 6-7,5 KGS;;;;;;;;;;
;17244534;COQUELET SAGRA C8 3600G;;;;;;;;;;
;20159661;PAVO LIMPIO MACHO 10-12 KILOS;;;;;;;;;;
;23401144;PERDIZ ROJA PELADA UD;;;;;;;;;;
;90001325;PICHON PELADO;;;;;;;;;;
;90001327;SOLOMILLO CIERVO.;;;;;;;;;;
;90050476;JAMÓN DE JABALÍ CON HUESO;;;;;;;;;;
;90051276;CORZO LOMO CON HUESO KG;;;;;;;;;;
;90060229;CIERVO JAMON SIN HUESO.;;;;;;;;;;
;90060230;CIERVO PALETILLA SIN HUESO;;;;;;;;;;
;90060233;JABALI JAMON SIN HUESO.;;;;;;;;;;
;90060309;LIEBRE PELADA, KG;;;;;;;;;;
;90060631;FAISAN HEMBRA PELADA, UNIDAD.;;;;;;;;;;
;90060645;PIERNA CIERVO CONG KG;;;;;;;;;;
;90060826;CINTA DE LOMO DE JABALI.;;;;;;;;;;
;00960112;LLANA-BRAZUELO;;;;;;;;;;
;01469113;CHULETERO VACA +30 KG;;;;;;;;;;
;02685329;BOLA TERNERA GALLEGA SUPREMA VAC;;;;;;;;;;
;02685345;FALDA VACIO TERNERA SUPREMA;;;;;;;;;;
;02827731;1/2 CANAL TERNERA GALLEGA VACIO;;;;;;;;;;
;02827772;1/2 CANAL TERNERA SUPREMA VACIO;;;;;;;;;;
;03310554;CENTRO DE FALDA TERNERA GALLEGA;;;;;;;;;;
;03310703;PISTOLA TERNERA GALLEGA;;;;;;;;;;
;03311016;1/2 CANAL TERNERA GALLEGA R;;;;;;;;;;
;04189403;SOLOMILLO AÑOJO 2,4 KG APROX;;;;;;;;;;
;04481628;1/2 CANAL TERNERA ROSADA;;;;;;;;;;
;04907564;SOLOMILLO VACA 2,5+,KG;;;;;;;;;;
;04907630;SOLOMILLO VACA ENV VACIO 2-2,4KG;;;;;;;;;;
;04907663;ZANCARRON AÑOJO GRANEL;;;;;;;;;;
;08722613;BOLA TERNERA GALLEGA;;;;;;;;;;
;08723652;LOMO TERNERA GALLEGA;;;;;;;;;;
;08723785;DELANTERO C/F TERNERA GALLEGA;;;;;;;;;;
;08723801;DELANTERO S/F TERNERA GALLEGA;;;;;;;;;;
;08723827;BOLA VACIO TERNERA GALLEGA;;;;;;;;;;
;08723967;LOMO TERNERA GALLEGA VACIO;;;;;;;;;;
;08724106;FALDA TERNERA GALLEGA VACIO;;;;;;;;;;
;08728339;DELANTERO TERNERA GALLEGA VACIO;;;;;;;;;;
;13681523;1/2 CANAL TERNERA ROSADA VACIO;;;;;;;;;;
;13681846;ENTRECOT (LOMO ALTO) VACA;;;;;;;;;;
;16106965;1/2 CANAL ROSADA R;;;;;;;;;;
;16602740;PISTOLA TERNERA ROSADA KG;;;;;;;;;;
;16612301;DELANTERO C/F TERN.ROSADA;;;;;;;;;;
;16843476;AGUJA C/HUESO TERNERA GALLEGA;;;;;;;;;;
;16843666;ESPALDA C/H TERNERA GALLEGA;;;;;;;;;;
;16923252;FALDA ENTERA TERNERA GALLEGA;;;;;;;;;;
;17393125;AGUJA VACIO TERNERA GALLEGA C/4;;;;;;;;;;
;17570508;SOLOMILLO TERNERA GALLEGA C/2;;;;;;;;;;
;18803114;REDONDO TERNERA GALLEGA C/6 UDS;;;;;;;;;;
;18803122;PICAÑA T.GALLEGA;;;;;;;;;;
;18803155;CULATA TERNERA GALLEGA C/6 UDS;;;;;;;;;;
;18806356;PEZ TERNERA GALLEGA;;;;;;;;;;
;18806364;LLANA T.GALLEGA;;;;;;;;;;
;19742618;LOMO ALTO TERNERA TG C/HUESO;;;;;;;;;;
;19743301;LLANA T.G.SUPREMA;;;;;;;;;;
;19743319;PEZ T.G.SUPREMA;;;;;;;;;;
;19743327;CENTRO ESPALDA TG SUPREMA VACIO;;;;;;;;;;
;19743335;MORCILLO DELANTERO TG SUPREMA VA;;;;;;;;;;
;19743343;MORCILLO TRASERO TG SUPREMA VACI;;;;;;;;;;
;19743350;AGUJA VACIO TERNERA SUPREMA C/4;;;;;;;;;;
;19998277;PISTOLA TERNERA GALLEGA SUP.;;;;;;;;;;
;20001939;BOLA TERNERA GALLEGA SUPREMA;;;;;;;;;;
;20001947;LOMO TERNERA GALLEGA SUPREMA;;;;;;;;;;
;20001954;DELANTERO C/F T.GALLEGA SUP.;;;;;;;;;;
;20001962;CENTRO DE FALDA T.G.SUPREMA;;;;;;;;;;
;20001970;FALDA C/H TERNERA G.SUPREMA;;;;;;;;;;
;20001996;DELANTERO S/F T.G.SUPREMA;;;;;;;;;;
;20002002;AGUJA C/HUESO T.G.SUPREMA;;;;;;;;;;
;20015343;ENTRECOT TERNERA GALLEGA SUPR.C/;;;;;;;;;;
;20890802;CORAZON AGUJA ANGUS VACIO M.VERG;;;;;;;;;;
;20890836;CENT. ESPALDILLA AÑOJO ANGUS C/4;;;;;;;;;;
;23399850;CROCA-CADERA VACA;;;;;;;;;;
;23419674;SOLOMILLO VACA ENV VACIO MENOS 2;;;;;;;;;;
;23419682;ENTRECOT VACA;;;;;;;;;;
;90019190;RABO DE TORO;;;;;;;;;;
;90020003;CROCA DE TORO;;;;;;;;;;
;90020185;CONTRA DE VACA AL VACIO C/3UDS;;;;;;;;;;
;90047726;CANAL TERNERA HALAL;;;;;;;;;;
;90062297;CHULETON DE TORO;;;;;;;;;;
;90073701;RAGOUT DE TORO;;;;;;;;;;
;90078535;LOMO ENTRECOT AL VACIO..;;;;;;;;;;
;90081508;CENTRO DE FALDA TORO;;;;;;;;;;
;90091708;SOLOMILLO DE TORO;;;;;;;;;;
;26378836;ENTRECOT LOMO BAJO VACA +7;;;;;;;;;;
;26519090;TACOS CERDO EXTRATIERNO EL POZO;;;;;;;;;;
;26378893;CARRILLERA ANGUS CONGELADA;;;;;;;;;;
;26380451;CADERA VACA SUMMUN MADURADA;;;;;;;;;;
;26380485;GRASA VACA SUMMUN;;;;;;;;;;
;26380394;PICANHA DE VACA AAA SUMMUN(VACA RUBIA GALLEGA O MESTIZA);;;;;;;;;;
;26380444;HUESO TUETANO;;;;;;;;;;
;26380386;ENTRECOT VACA SUMMUN (RUBIA GALLEGA, MESTIZA, FRISONA);;;;;;;;;;
;26380436;RABILLO DE CADERA DE VACA SUMMUN;;;;;;;;;;
;26380428;HAMBURGUESA DE VACA SUMMUN ARTESANA 4X110G ( Vaca Summun);;;;;;;;;;
;26380410;HABURGUESA VACA SUMUMN ARTESANA 4X200 GR (Vaca Summun);;;10,92 €;17%;06/08/2026;12/08/2026;Excel;;;
;26383562;PICADA VACA SUMMUN;;;;;;;;;;
;26380469;TAPA VACA MADURADA SUMMUN;;;;;;;;;;
;26380477;COSTILLAR 5 COSTILLAS SUMMUN;;;;;;;;;;
;26596387;CORDERO LECHAL CUARTOS CONGELADO;;;;;;;;;;
;26378851;ENTREC.PUNTO LOMO BAJO 2.5+ C/5;;;;;;;;;;
;26378810;LOMO VACA  +30K             (Raza Frisona);;;;;;;;;;
;26378828;LOMO VACA  +23K                (Raza Frisona);;;17,37 €;4%;06/08/2026;12/08/2026;Excel;;;
;26378802;LOMO VACA 8 COSTILLAS (Raza Frisona);;;20,79 €;10%;06/08/2026;12/08/2026;Excel;;;
;26766048;AGUJA TGS CARQUEIXA;;;;;;;;;;
;26766121;BABILLA TGS CARQUEIXA;;;;;;;;;;
;26766055;BOLA TGS CARQUEIXA;;;;;;;;;;
;26766196;BRAZUELO TGS CARQUEIXA;;;;;;;;;;
;26766089;CADERA TGS CARQUEIXA;;;;;;;;;;
;26766188;CENTRO ESPALDA TGS CARQUEIXA;;;;;;;;;;
;26766105;CONTRA TGS CARQUEIXA;;;;;;;;;;
;26766139;CULATA TGS CARQUEIXA;;;;;;;;;;
;26766063;ESPALDA TGS CARQUEIXA;;;;;;;;;;
;26766030;FALDA TGS CARQUEIXA;;;;;;;;;;
;26766204;JARRETE TGS CARQUEIXA;;;;;;;;;;
;26766170;LLANA TGS CARQUEIXA;;;;;;;;;;
;26766022;LOMO TGS CARQUEIXA;;;;;;;;;;
;26766147;OSOBUCO TGS CARQUEIXA;;;;;;;;;;
;26766162;PEZ TGS CARQUEIXA;;;;;;;;;;
;26766113;PICAÑA TGS CARQUEIXA;;;;;;;;;;
;26766097;REDONDO TGS CARQUEIXA;;;;;;;;;;
;26766071;TAPA TGS CARQUEIXA;;;;;;;;;;
;26766154;TAPILLA TGS CARQUEIXA;;;;;;;;;;
;26380402;CENTRO DE AGUJA DE VACA;;;;;;;;;;
;26606822;RAXO CERDO DUROC J.GONZÁLEZ C/4;;;;;;;;;;
;25412370;CHULETA LOMO IBERICA C/4;;;;;;;;;;
;26536045;BURGER MEAT VACUNO EROSKI 500G;;;;;;;;;;
;26536060;BURGER MEAT CERDO EROSKI 500G;;;;;;;;;;
;26536052;BURGER MEAT MIXTA EROSKI 500G;;;;;;;;;;
;26590380;CHORIZ DULCE J.GONZÁLEZ 270G C/2;;;;;;;;;;
;26590398;CHORIZ PICANTE J.GONZÁLEZ 270G C;;;;;;;;;;
;26355214;CROQUETA DE POLLO ELPOZO 180G C/;;;;;;;;;;
;26592352;RAXO CERDO J.GONZÁLEZ 400G C/12;;;;;;;;;;
;20134318;1/2 CACHOLA S/H BAJO SAL C/9;;;;;;;;;;
;26590356;TAQUITOS LACON J.GONZALEZ C/3;;;;;;;;;;
;26590364;TAQUITOS LACON J.GONZÁLEZ C/12;;;;;;;;;;
;26590372;TAQUITOS CHORIZO J.GONZÁLEZ C/3;;;;;;;;;;
;20990347;HAMBURGUESA VACUNO 300GR (2X150);;;;;;;;;;
;20990388;HAMBURGUESA MIXTA 300 GR (2X150);;;;;;;;;;
;03086659;CADERA T/G SUPREMA VITRINA;;;;;;;;;;
;21958350;FILETE TERNERA GALLEGA SUPRE K;;;;;;;;;;
;03086790;CHULETA T/G SUPREMA VITRINA;;;;;;;;;;
;04267977;ENTRECOT T/G SUPREMA VITRINA;;;;;;;;;;
;04267985;SOLOMILLO T/G SUPREMA VITRINA;;;;;;;;;;
;03086592;COSTILLA T/G SUPREMA VITRINA;;;;;;;;;;
;03086758;ESTOFADO T/G SUPREMA VITRINA;;;;;;;;;;
;04267969;ZANCARRON T/G SUPREMA VITRINA;;;;;;;;;;
;04966560;AGUJA C/HUESO T/SUPREMA VITRIN;;;;;;;;;;
;20172367;PEZ AÑOJO VACIO C/6;;;;;;;;;;
;26378877;PICANHA VACA AAA C/12;;;;;;;;;;
;26378885;PICANHA VACA AA C/12;;;;;;;;;;
;25412818;LOMO ADOBADO IBERICO C/1;;;;;;;;;;
;23886088;CORDERO LECHAL C/CAB.ASAD DE 7 A;;;;;;;;;;
;26899906;ZORZA DE LOMO APROX 2 KILOS(Precio Kilo);;;6,23 €;18%;06/08/2026;12/08/2026;Excel;;;
;26899914;ZORZA DE LOMO APROX 1 KILO;;;;;;;;;;
;26904060;HAMBURGUESA DE ZORZA;;;;;;;;;;
;26719286;HAMBURGUESA VACUNO 99% CASA VACAS 300 GR;;;;;;;;;;
;26370247;HAMBURGUESA VACUNO GOIKO 2X180GR;;;;;;;;;;
;26903278;CHORIZO CRIOLLO BANDEJA ATM BANDEJA 2 KILOS;;;;;;;;;;
;26903252;CHORIZO ROJO BANDEJA ATM 2 KILOS;;;6,24 €;17%;06/08/2026;12/08/2026;Excel;;;
;26903260;CHORIZO PINCHO BANDEJA ATM BANDEJA 2 KILOS;;;;;;;;;;
;26903302;CHORIZO CURADO 4 UNIDADES VACIO;;;;;;;;;;
;26899872;RAXO DE LOMO APROX 2 KILOS;;;;;;;;;;
;90071125;CHURRASCO VACUNO CONGELADO CORTADO;;;;;;;;;;
;26903294;PICADILLO DE CHORIZO BANDEJA DE ATM 2 KILO;;;;;;;;;;
;26903385;PINCHO ADOBADO CERDO( La Unidad pesa 80 gr, en bandeja de 15 unidades);;;7,02 €;18%;30/07/2026;12/08/2026;Excel;;;
;26903336;BROCHETA ADOBADA CERDO 400 GR;;;;;;;;;;
;26903328;BROCHETA ADOBADA CERDO ( La Unidad pesa 80 gr, en bandeja de 15 unidades);;;;;;;;;;
;26903344;BROCHETA ADOBADA CERDO ( La Unidad pesa 80 gr, en bandeja de 15 unidades);;;;;;;;;;
;26903369;PINCHO DE CERDO ( La Unidad pesa 80 gr, en bandeja de 15 unidades);;;;;;;;;;
;26903310;BROCHETA DE CERDO 400GRS C/6;;;;;;;;;;
;26903351;PINCHO DE CERDO 400 GRS;;;;;;;;;;
;26903377;PINCHO ADOBADO CERDO 400GRS C/6;;;;;;;;;;
;26780924;MORCILLA ASTURI.DUO CHICO 170G;;;;;;;;;;
;26903286;CHORIZO MALLA 5 UDS MALLA;;;;;;;;;;
;26780908;PREPARADO C/LACON CHICO 370G;;;;;;;;;;
;26780916;PANCETA ADOB.FILETE.CHICO 350G;;;;;;;;;;
;26780932;COMPANGO AST.C/ALUB.CHICO 450G;;;;;;;;;;
;26899898;RAXO DE LOMO  250G BANDEJA;;;;;;;;;;
;26899922;ZORZA DE LOMO 250G BANDEJA C/6;;;;;;;;;;
;26888370;HAMBURG VACUNO THE GREFG 2X120;;;;;;;;;;
;26780833;POLLO ENT BDJ PICA NO MILLO;;;;;;;;;;
;26780841;PECHUG ENT BDJ PICA NO MILLO;;;;;;;;;;
;26780858;FILETE PECHUGA PICA NO MILLO;;;;;;;;;;
;26780882;ALAS PART BDJ PICA NO MILLO;;;;;;;;;;
;26780866;TRASERO BDJ PICA NO MILLO;;;;;;;;;;
;26780890;CONTRMUSLO BDJ PICA NO MILLO;;;;;;;;;;
;26931394;(V) FILETE TERNERA CRQX TGS, K;;;;;;;;;;
;26931469;(V) ENTRECOT TERNERA CRQX S, K;;;;;;;;;;
;26931477;(V) SOLOMILLO TERNERA CRQX S,K;;;;;;;;;;
;26770446;LOMO ALTO T. GALLEGA SUPREMA K;;;;;;;;;;
;26770453;LOMO BAJO T. GALLEGA SUPREMA K;;;;;;;;;;
;26931428;(V)CHULETA DE TERNERA CRQX S,K;;;;;;;;;;
;26931360;(V) GUISAR TERNERA CRQX TGS, K;;;;;;;;;;
;26931386;(V) ASAR TERNERA CRQX TGS, K;;;;;;;;;;
;26931402;(V) FALDA TERNERA CRQX S, K;;;;;;;;;;
;26931410;(V) AGUJA TERNERA S/H CRQX S,K;;;;;;;;;;
;26931436;(V) TERNERA GASTRO CRQX S, K;;;;;;;;;;
;26931444;(V) FALDA TERNERA TIRAS CRQX,K;;;;;;;;;;
;26931451;(V) PECHO TERNERA CRQX S, K;;;;;;;;;;
;26378869;CADERA LIMPIA PAD 2.0+ C/6;;;;;;;;;;
;25647769;CHULETERO VACA 5 COSTILLAS VACIO;;;;;;;;;;
;26899880;RAXO DE LOMO APROX. 1K;;;;;;;;;;
;26770438;MAGRO VACUNO TIENDAS K;;;;;;;;;;
;26780825;POLLO ENT GRNL PICA NO MILLO;;;;;;;;;;
;26904052;MUSLOS DE POLLO K;;;;;;;;;;
;16682403;BOLA TERNERA ROSADA;;;;;;;;;;
;27032861;ENTRECOT WAGYU VACIO;;;;;;;;;;
;21737028;PLUMA DE CERDO CONGELADA;;;7,17 €;8%;04/08/2026;10/08/2026;Excel;;;
;27303965;LENGUA VACUNO CONGELADA(CAJA 20 KILOS);;;;;;;;;;
;27082668;CADERA TERNERA VACIO 6U/2,8KG;;;;;;;;;;
;27082650;CADERA AÑOJO VACIO 6U/3,5KG;;;;;;;;;;
;27084953;CADERA ANGUS GRASS CONGELADA C/1;;;;;;;;;;
;27084961;CADERA ANGUS PUL CONGELADA C/13K;;;;;;;;;;
;24943508;AGUJA SIN HUESO DE CERDO VACÍO 4;;;;;;;;;;
;24943821;FILETES AGUJA S/H CERDO VACIO 4U;;;;;;;;;;
;15116460;CHULETA DE AGUJA 4U/3,6KG;;;;;;;;;;
;20329520;ESCALOPIN LOMO EXTR ADOB. 6U/4,1;;;;;;;;;;
;27093764;ALBONDIGA CERDO FAMILIAR 6U/0,84;;;;;;;;;;
;27120443;ROTI POLLO CORRAL COREN 8U/0,750;;;;;;;;;;
;27120450;SUPREM PULARDA RELLENA COREN 8U/;;;;;;;;;;
;27296888;BUR.MEAT SMASH VACU.COREN 12U/0,;;;;;;;;;;
;26780874;JAMONCITO BDJ PICA NO MILLO  4-6;;;;;;;;;;
;27120468;PIERNA MARIN PAVO TRUF COREN 6U/;;;;;;;;;;
;00100040;RABOS DE CERDO 5U/7KG;;;;;;;;;;
;27103969;CORDERO LECHAL LIMPIO 1U/7,5KG;;;;;;;;;;
;24610677;CABRITO S/CAB. 4 MEDIOS VACIO KG;;;;;;;;;;
;24604241;GALLO JOVEN COREN 2U/7KG;;;;;;;;;;
;27087006;CODORNIZ GIGANTE ESPECIAL 8U/1,2;;;;;;;;;;
;27102359;1/2 CANAL TERNERA VACIO PROVEEDO;;;;;;;;;;
;22495352;CRIOLLO C/BACON EL CHICO 10U/3,8;;;;;;;;;;
;25655390;CRIOLLO COCKTAIL EL CHICO 12U/3,;;;;;;;;;;
;27197102;CHOR. ASTUR. VACIO EL CHICO 12U/;;;;;;;;;;
;22495303;CALLOS C/JAM VACIO CHICO 2U/5,62;;;;;;;;;;
;18680264;PECHUGA POLLO BLANCO GRANEL  C/1;;;;;;;;;;
;27371426;PICAÑA AÑOJO CONGELADA C/10KG;;;;;;;;;;
;27390673;COTE DE BOEUF WAGYU 1U/5KG;;;;;;;;;;
;27390681;PAÑO CHURRASCO AÑOJO 2U/13KG;;;;;;;;;;
;27397066;FIL.EXT.TER.MAR.XATA PUEBLU 6U/2;;;;;;;;;;
;27397074;ENTRE.TERN.MARI.XATA PUEBLU 6U/2;;;;;;;;;;
;27376649;FILETES AÑOJO SKIN 6U/2,80KG;;;;;;;;;;
;27376656;AÑOJO PICAÑA TROZO VACIO 6U/12KG;;;;;;;;;;
;27376664;SOLOMILLO AÑOJO SKIN 6U/1,62KG;;;;;;;;;;
;27376706;PICAÑA PRECORTADA SKIN 6U/6,72KG;;;;;;;;;;
;27376623;ENTRECOT AÑOJO TR.PRECORT 6U/6,6;;;;;;;;;;
;27376631;ENTRECOT AÑOJO SKIN 6U/2,80KG;;;;;;;;;;
;27376680;3 ENTRECOTS AÑOJO SKIN 6U/3,72KG;;;;;;;;;;
;27376672;AÑOJO TROZO ASAR VACIO 6U/12KG;;;;;;;;;;
;27376698;RABILLO SKIN 6U/6,72KG;;;;;;;;;;
;27184456;FILET CINT LOM ADO.DUROC VAC K 6;;;;;;;;;;
;27300847;CINTA LOMO 3TR DUROC V COREN 6U/;;;;;;;;;;
;27300813;CHULETA AGUJ.DUROC ATM COREN 6U/;;;;;;;;;;
;27300854;SOLOMILLOS MARINADOS COREN 4U/2,;;;;;;;;;;
;27300888;SOLO.DUROC MRND.ADOB V COREN 4U/;;;;;;;;;;
;27385459;MEDALLON SOLM.CERDO FIN. H. 6U/4;;;;;;;;;;
;27385442;COSTILLA CERDO TROCE.FRESCO 6U/3;;;;;;;;;;
;27300821;FILETE JAMÓN DUROC ATM COREN 6U/;;;;;;;;;;
;27439595;PALETA TROZO TERMOFORMADO 6U/10K;;;;;;;;;;
;27184431;LAGART CERD VACÍ REF SELECTA 6U/;;;;;;;;;;
;27300839;ESTOFADO CERDO DUROC COREN 6U/5K;;;;;;;;;;
;27385467;PANCETA FILETEADA EROSKI 6U/3,04;;;;;;;;;;
;27385434;SECRETO FILT CERDO FRESCO EROSKI;;;;;;;;;;
;27184449;TIRA COST.ADOB.DUROC VAC K 3U/1,;;;;;;;;;;
;26597294;CHULETAS CORDERO COVAP 6U/1,5KG;;;;;;;;;;
